# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
Джакомелли	CYRILLIC	family	79
Джакомини	CYRILLIC	family	57
Джакомо	CYRILLIC	family	8
Джакомо	CYRILLIC	given	2833
Джакомін	CYRILLIC	family	21
Джакс	CYRILLIC	given	8
Джалали	CYRILLIC	family	25
Джалалиддин	CYRILLIC	given	6
Джалили	CYRILLIC	family	13
Джалилов	CYRILLIC	family	16
Джалиль	CYRILLIC	family	14
Джамал	CYRILLIC	given	552
Джамаль	CYRILLIC	given	552
Джаматти	CYRILLIC	family	5
Джамбатиста	CYRILLIC	given	259
Джамбатіста	CYRILLIC	given	259
Джамбелли	CYRILLIC	family	11
Джамека	CYRILLIC	given	11
Джамиль / Хамиль	CYRILLIC	given	198
Джамме	CYRILLIC	family	13
Джампаолё	CYRILLIC	given	233
Джамп’єтро	CYRILLIC	family	18
Джамп’єтро	CYRILLIC	given	41
Джамшид	CYRILLIC	given	55
Джаміла	CYRILLIC	given	7
Джаміль / Джаміл / Гаміль / Хаміль	CYRILLIC	given	198
Джан	CYRILLIC	given	694
Джан Карло	CYRILLIC	given	43
Джан Пьеро	CYRILLIC	given	27
Джана	CYRILLIC	given	208
Джанашия	CYRILLIC	family	12
Джанго	CYRILLIC	given	17
Джанек	CYRILLIC	family	30
Джанелидзе	CYRILLIC	family	25
Джанель	CYRILLIC	given	131
Джанелідзе	CYRILLIC	family	25
Джанер	CYRILLIC	given	83
Джанет	CYRILLIC	family	21
Джанет	CYRILLIC	given	4592
Джанетти	CYRILLIC	family	6
Джанин / Янине / Жанин	CYRILLIC	given	1150
Джанкарло	CYRILLIC	given	973
Джанкарлё	CYRILLIC	given	973
Джанлоренцо	CYRILLIC	given	6
Джанлуиджи	CYRILLIC	given	179
Джанлука	CYRILLIC	given	1078
Джанмария	CYRILLIC	given	55
Джанматтео	CYRILLIC	given	5
Джаннелли	CYRILLIC	family	45
Джаннетта	CYRILLIC	family	8
Джанни	CYRILLIC	given	918
Джаннини	CYRILLIC	family	187
Джаннис	CYRILLIC	given	33
Джано	CYRILLIC	given	6
Джанотти	CYRILLIC	family	33
Джанпаолё	CYRILLIC	given	120
Джанпьеро	CYRILLIC	given	203
Джансон	CYRILLIC	family	328
Джанфранко	CYRILLIC	given	691
Джаньні	CYRILLIC	family	38
Джанэт	CYRILLIC	family	21
Джанэт	CYRILLIC	given	4592
Джанэта	CYRILLIC	family	8
Джані	CYRILLIC	given	918
Джаніс	CYRILLIC	given	33
Джао	CYRILLIC	family	28
Джао	CYRILLIC	given	36
Джапаридзе	CYRILLIC	family	61
Джапарыдзэ	CYRILLIC	family	61
Джапарідзе	CYRILLIC	family	61
Джарвис	CYRILLIC	family	431
Джарджана	CYRILLIC	given	221
Джардзіні	CYRILLIC	family	31
Джардин	CYRILLIC	family	177
Джардини	CYRILLIC	family	31
Джаред	CYRILLIC	given	1073
Джарет	CYRILLIC	given	20
Джарзомбек	CYRILLIC	family	7
Джармен	CYRILLIC	family	83
Джарод	CYRILLIC	given	30
Джарретт	CYRILLIC	family	149
Джарретт	CYRILLIC	given	65
Джарэд	CYRILLIC	given	1073
Джасинда	CYRILLIC	given	14
Джасинта / Хасинта	CYRILLIC	given	88
Джаспер / Яспер	CYRILLIC	given	965
Джастин / Жюстен	CYRILLIC	given	4707
Джастин / Жюстин	CYRILLIC	given	887
Джастис	CYRILLIC	family	99
Джастис	CYRILLIC	given	83
Джастын	CYRILLIC	given	4707
Джастін / Юстин	CYRILLIC	given	4707
Джатта	CYRILLIC	family	32
Джаухар	CYRILLIC	given	13
Джафар	CYRILLIC	given	137
Джафари	CYRILLIC	family	69
Джафаров	CYRILLIC	family	31
Джафер	CYRILLIC	given	33
Джафери	CYRILLIC	family	20
Джаффе	CYRILLIC	family	149
Джахангир	CYRILLIC	given	5
Джахлиль	CYRILLIC	given	5
Джачинто	CYRILLIC	given	302
Джаясингх	CYRILLIC	family	11
Джеб	CYRILLIC	given	34
Джебали	CYRILLIC	family	14
Джебраилов	CYRILLIC	family	9
Джеванширы	CYRILLIC	family	40
Джевдет	CYRILLIC	given	68
Джевонс	CYRILLIC	family	5
Джевіцький	CYRILLIC	family	16
Джегер	CYRILLIC	family	119
Джед	CYRILLIC	given	132
Джедедая	CYRILLIC	given	51
Джей	CYRILLIC	family	263
Джей	CYRILLIC	given	2444
Джейд	CYRILLIC	given	725
Джейден	CYRILLIC	given	171
Джейк	CYRILLIC	given	1700
Джейкоб	CYRILLIC	family	1247
Джейкобс	CYRILLIC	family	2279
Джейкобсон	CYRILLIC	family	529
Джейкс	CYRILLIC	family	11
Джейлан	CYRILLIC	family	105
Джейм	CYRILLIC	given	8
Джейми	CYRILLIC	given	2770
Джеймисон	CYRILLIC	family	268
Джеймс	CYRILLIC	family	3182
Джеймс	CYRILLIC	given	66289
Джеймс Вернон	CYRILLIC	given	6
Джеймс Уэсли	CYRILLIC	given	10
Джеймсон	CYRILLIC	family	257
Джеймсон	CYRILLIC	given	38
Джеймі	CYRILLIC	given	2984
Джейн	CYRILLIC	family	49
Джейн	CYRILLIC	given	12228
Джейнс	CYRILLIC	family	17
Джейс	CYRILLIC	given	47
Джейсан	CYRILLIC	given	6
Джейсон	CYRILLIC	family	17
Джейсон	CYRILLIC	given	6931
Джейсон/Язон	CYRILLIC	given	6931
Джек	CYRILLIC	family	230
Джек	CYRILLIC	given	10466
Джеки	CYRILLIC	given	859
Джекилл	CYRILLIC	family	17
Джекман	CYRILLIC	family	124
Джекобс	CYRILLIC	family	2279
Джекобс / Якобус / Якоб	CYRILLIC	given	2202
Джексон	CYRILLIC	family	5780
Джексон	CYRILLIC	given	792
Джекі	CYRILLIC	given	46
Джелебов	CYRILLIC	family	5
Джелли	CYRILLIC	family	32
Джеллоу	CYRILLIC	family	25
Джем	CYRILLIC	given	358
Джемайма	CYRILLIC	given	143
Джемал	CYRILLIC	given	67
Джемаль	CYRILLIC	given	187
Джемисон	CYRILLIC	family	100
Джемма	CYRILLIC	family	24
Джемма	CYRILLIC	given	1002
Джен	CYRILLIC	given	1307
Джен / Ян / Жан	CYRILLIC	given	681
Дженетт	CYRILLIC	given	7
Дженис	CYRILLIC	given	1072
Дженифер	CYRILLIC	family	12
Дженифер	CYRILLIC	given	134
Дженифер / Еннифер	CYRILLIC	given	8960
Дженкин	CYRILLIC	family	56
Дженкинс	CYRILLIC	family	1785
Дженкинсон	CYRILLIC	family	141
Дженкінс	CYRILLIC	family	1785
Дженна	CYRILLIC	given	782
Дженнаро	CYRILLIC	family	45
Дженни	CYRILLIC	family	146
Дженни	CYRILLIC	given	613
Дженни / Женни / Йенни	CYRILLIC	given	3415
Дженнингс	CYRILLIC	family	792
Дженнингс	CYRILLIC	given	63
Дженнифер Диана	CYRILLIC	given	5
Дженні	CYRILLIC	given	3415
Дженнінгс	CYRILLIC	family	792
Дженніфер / Єнніфер	CYRILLIC	given	8960
Дженовезе	CYRILLIC	family	103
Дженсен	CYRILLIC	family	116
Дженсен	CYRILLIC	given	27
Дженсон	CYRILLIC	given	10
Дженсон / Жансон	CYRILLIC	family	33
Джентилони	CYRILLIC	family	8
Джентілоні	CYRILLIC	family	8
Дженьюэри	CYRILLIC	family	21
Джепсен	CYRILLIC	family	79
Джеральд	CYRILLIC	family	16
Джеральд	CYRILLIC	given	4972
Джеральдин	CYRILLIC	given	994
Джеральдін	CYRILLIC	given	994
Джерард / Жерар	CYRILLIC	family	315
Джерард / Жерар	CYRILLIC	given	3668
Джервази	CYRILLIC	family	34
Джервис	CYRILLIC	given	24
Джеремайя / Иеремия	CYRILLIC	given	1083
Джереми	CYRILLIC	given	4159
Джеремі	CYRILLIC	given	4159
Джерини	CYRILLIC	family	12
Джермани	CYRILLIC	family	28
Джермано	CYRILLIC	family	46
Джермано	CYRILLIC	given	156
Джерниган	CYRILLIC	family	30
Джером	CYRILLIC	given	1822
Джеронимо	CYRILLIC	given	48
Джеррард	CYRILLIC	family	117
Джеррард	CYRILLIC	given	42
Джерри	CYRILLIC	family	12
Джерри	CYRILLIC	given	3138
Джерролд	CYRILLIC	given	67
Джеррі	CYRILLIC	given	3138
Джеріні	CYRILLIC	family	12
Джесс	CYRILLIC	given	312
Джессел	CYRILLIC	family	69
Джесси	CYRILLIC	family	52
Джесси	CYRILLIC	given	2620
Джессика	CYRILLIC	given	6773
Джессоп	CYRILLIC	family	84
Джессіка	CYRILLIC	given	6773
Джестер	CYRILLIC	family	32
Джет	CYRILLIC	given	29
Джет / Йет	CYRILLIC	given	58
Джетер	CYRILLIC	family	56
Джетро	CYRILLIC	given	55
Джеф	CYRILLIC	given	205
Джефрі	CYRILLIC	given	5191
Джефф	CYRILLIC	given	4406
Джеффарс	CYRILLIC	family	6
Джефферис	CYRILLIC	family	76
Джефферс	CYRILLIC	family	82
Джефферсон	CYRILLIC	family	403
Джефферсон	CYRILLIC	given	399
Джеффри	CYRILLIC	given	5191
Джеффри / Жоффруа	CYRILLIC	given	4498
Джеффрі	CYRILLIC	given	4498
Джеффс	CYRILLIC	family	34
Джи	CYRILLIC	given	8
Джиа	CYRILLIC	given	130
Джибладзе	CYRILLIC	family	11
Джибріль	CYRILLIC	given	42
Дживан	CYRILLIC	given	6
Джиганте	CYRILLIC	family	44
Джизес / Хесус / Жезуш / Жезус	CYRILLIC	given	317
Джизґа	CYRILLIC	family	7
Джил	CYRILLIC	given	1786
Джиларди	CYRILLIC	family	53
Джилетт	CYRILLIC	family	100
Джилл	CYRILLIC	given	1786
Джилленгааль	CYRILLIC	family	23
Джиллетт	CYRILLIC	family	122
Джилли	CYRILLIC	family	39
Джиллиан	CYRILLIC	given	1246
Джильотти	CYRILLIC	family	26
Джиліян	CYRILLIC	given	252
Джим	CYRILLIC	given	8205
Джими	CYRILLIC	given	79
Джимми	CYRILLIC	given	3179
Джиммі	CYRILLIC	given	3179
Джин	CYRILLIC	family	265
Джин	CYRILLIC	given	4099
Джина	CYRILLIC	given	1057
Джина / Джена	CYRILLIC	given	34
Джиндал	CYRILLIC	family	25
Джинджелл	CYRILLIC	family	10
Джинджер	CYRILLIC	given	82
Джиневра	CYRILLIC	given	86
Джини	CYRILLIC	given	48
Джинни	CYRILLIC	given	57
Джинни / Жанни	CYRILLIC	given	149
Джинні	CYRILLIC	given	149
Джино	CYRILLIC	given	985
Джинс	CYRILLIC	family	29
Джиоевы	CYRILLIC	family	16
Джиойев	CYRILLIC	family	16
Джиотæ	CYRILLIC	family	16
Джиоєв	CYRILLIC	family	16
Джира	CYRILLIC	family	6
Джиральдони	CYRILLIC	family	93
Джирарди	CYRILLIC	family	84
Джироламо	CYRILLIC	given	1015
Джису́	CYRILLIC	given	51
Джихан	CYRILLIC	given	12
Джихат	CYRILLIC	given	35
Джихён	CYRILLIC	given	87
Джишкариани	CYRILLIC	family	10
Джо	CYRILLIC	given	7653
Джо̄н	CYRILLIC	given	1185
Джоан	CYRILLIC	family	12
Джоан	CYRILLIC	given	1678
Джоан / Джоанна	CYRILLIC	given	1185
Джоан / Жоан / Йоан	CYRILLIC	given	4319
Джоанна / Йоанна	CYRILLIC	given	5093
Джоб	CYRILLIC	family	32
Джоб/Йоб	CYRILLIC	given	366
Джобі	CYRILLIC	given	15
Джован	CYRILLIC	given	69
Джована	CYRILLIC	given	1316
Джованна	CYRILLIC	given	1316
Джованни	CYRILLIC	family	17
Джованни	CYRILLIC	given	11512
Джованни Баттиста	CYRILLIC	given	1891
Джованни Карло	CYRILLIC	given	17
Джованни Франческо	CYRILLIC	given	63
Джованні	CYRILLIC	given	11512
Джоджо	CYRILLIC	given	30
Джоджуа	CYRILLIC	family	13
Джодзі	CYRILLIC	given	169
Джоди	CYRILLIC	given	286
Джоді	CYRILLIC	given	171
Джозайя	CYRILLIC	given	579
Джозеф / Ёзэф / Жозеф / Жазеф	CYRILLIC	given	43465
Джозеф / Жозеф / Йозеф	CYRILLIC	given	43465
Джозеф / Йозеф / Жозеф	CYRILLIC	given	43465
Джозеф/Жозеф	CYRILLIC	family	1113
Джозефа / Жозефа /Йозефа	CYRILLIC	given	223
Джозефина	CYRILLIC	given	2337
Джозефс	CYRILLIC	family	38
Джозефін	CYRILLIC	given	2337
Джози	CYRILLIC	given	167
Джозэф	CYRILLIC	given	43465
Джой	CYRILLIC	family	184
Джой	CYRILLIC	given	1180
Джойи	CYRILLIC	family	33
Джойнт	CYRILLIC	family	11
Джойс	CYRILLIC	family	532
Джойс	CYRILLIC	given	1092
Джок	CYRILLIC	given	222
Джокич	CYRILLIC	family	14
Джоко	CYRILLIC	given	28
Джокович	CYRILLIC	family	22
Джоли	CYRILLIC	family	15
Джолин	CYRILLIC	given	21
Джолион	CYRILLIC	given	29
Джолитти	CYRILLIC	family	8
Джолли	CYRILLIC	family	193
Джолін	CYRILLIC	given	38
Джоліён	CYRILLIC	given	29
Джон	CYRILLIC	family	873
Джон	CYRILLIC	given	146049
Джон / Гьон	CYRILLIC	given	56
Джон / Йон / Юн	CYRILLIC	given	4214
Джон Пол	CYRILLIC	given	68
Джон Фредерик	CYRILLIC	given	6
Джон Фредерік	CYRILLIC	given	6
Джон Чарльз	CYRILLIC	given	6
Джона	CYRILLIC	family	9
Джона	CYRILLIC	given	247
Джонай	CYRILLIC	family	16
Джонас / Йонас	CYRILLIC	family	500
Джоната	CYRILLIC	given	24
Джонатан	CYRILLIC	family	118
Джонатан	CYRILLIC	given	11740
Джонатан / Жонатан / Йонатан / Ионафан / Юнатан	CYRILLIC	given	11740
Джонатон	CYRILLIC	given	333
Джонз	CYRILLIC	family	13290
Джони	CYRILLIC	given	176
Джонни	CYRILLIC	given	2558
Джонни / Йонни	CYRILLIC	given	2558
Джонні	CYRILLIC	given	2558
Джонс	CYRILLIC	family	13290
Джонсан	CYRILLIC	family	12333
Джонсон	CYRILLIC	family	12333
Джонсон	CYRILLIC	given	170
Джонссон / Юнссон / Йонссон	CYRILLIC	family	478
Джонстон	CYRILLIC	family	2441
Джонстон	CYRILLIC	given	87
Джонстоўн	CYRILLIC	family	848
Джонъиль	CYRILLIC	given	19
Джоні	CYRILLIC	given	2558
Джор	CYRILLIC	family	5
Джорбенадзе	CYRILLIC	family	9
Джордан / Ёрдан	CYRILLIC	family	2256
Джордан / Ёрдан	CYRILLIC	given	2835
Джордан / Жордан	CYRILLIC	given	2835
Джордано	CYRILLIC	family	507
Джордано	CYRILLIC	given	221
Джорден	CYRILLIC	family	14
Джордж	CYRILLIC	family	1467
Джордж	CYRILLIC	given	48786
Джордж / Жорж	CYRILLIC	given	48786
Джордж / Ґеорґе	CYRILLIC	given	52
Джордж Ўільям	CYRILLIC	given	20
Джордж Вашингтон	CYRILLIC	given	103
Джордж Генри	CYRILLIC	given	13
Джордж Дэвид	CYRILLIC	given	11
Джордж Уильям	CYRILLIC	given	20
Джорджа	CYRILLIC	given	263
Джорджавіч	CYRILLIC	family	95
Джорджадзе	CYRILLIC	family	19
Джорджадзэ	CYRILLIC	family	19
Джордже	CYRILLIC	given	263
Джорджевич	CYRILLIC	family	95
Джорджеску	CYRILLIC	family	101
Джорджетти	CYRILLIC	family	61
Джорджи	CYRILLIC	family	162
Джорджи	CYRILLIC	given	102
Джорджи / Георги	CYRILLIC	given	50
Джорджиана	CYRILLIC	given	252
Джорджина	CYRILLIC	given	1972
Джорджио	CYRILLIC	family	25
Джорджио / Джорджо	CYRILLIC	given	2835
Джорджия	CYRILLIC	given	1000
Джорджо	CYRILLIC	given	2835
Джорджыё	CYRILLIC	family	25
Джорджыё	CYRILLIC	given	2835
Джорджі	CYRILLIC	family	162
Джорди	CYRILLIC	given	35
Джосуа	CYRILLIC	given	128
Джоуи	CYRILLIC	given	748
Джоуль	CYRILLIC	family	8
Джоуэнс	CYRILLIC	family	6
Джоффри	CYRILLIC	given	29
Джохадзе	CYRILLIC	family	8
Джош	CYRILLIC	given	2516
Джоши	CYRILLIC	family	279
Джошуа	CYRILLIC	family	32
Джошуа	CYRILLIC	given	5071
Джоэл	CYRILLIC	family	76
Джоэл	CYRILLIC	given	3961
Джоэл / Джоэль	CYRILLIC	given	3961
Джоэль	CYRILLIC	given	418
Джоя	CYRILLIC	family	8
Джоўі	CYRILLIC	given	748
Джу	CYRILLIC	given	26
Джу Хван	CYRILLIC	given	17
Джуба / Дзюба	CYRILLIC	family	5
Джувани	CYRILLIC	family	12
Джугашви́ли	CYRILLIC	family	10
Джугашвили	CYRILLIC	family	10
Джугашвілі	CYRILLIC	family	10
Джуд / Жюд	CYRILLIC	family	36
Джуд / Жюд	CYRILLIC	given	206
Джуда	CYRILLIC	family	22
Джуди	CYRILLIC	given	1026
Джуди / Худи	CYRILLIC	given	1026
Джудит / Юдит	CYRILLIC	given	5119
Джудитта	CYRILLIC	given	64
Джудыт	CYRILLIC	given	5119
Джуді	CYRILLIC	given	1026
Джузепе	CYRILLIC	given	11406
Джузеппа	CYRILLIC	given	54
Джузеппе	CYRILLIC	given	11406
Джузеппина	CYRILLIC	given	521
Джузэпэ	CYRILLIC	given	11406
Джуитт	CYRILLIC	family	22
Джуканович	CYRILLIC	family	15
Джукич	CYRILLIC	family	27
Джул	CYRILLIC	given	145
Джули / Жюли	CYRILLIC	given	7116
Джулиан	CYRILLIC	family	96
Джулиана	CYRILLIC	given	340
Джулиани	CYRILLIC	family	187
Джулиано	CYRILLIC	family	105
Джулиано	CYRILLIC	given	696
Джулио	CYRILLIC	given	1918
Джулиус	CYRILLIC	family	71
Джулия	CYRILLIC	given	1888
Джульен / Жюльенн / Жюльенна  / Юлианна	CYRILLIC	given	88
Джульет	CYRILLIC	given	880
Джульетта	CYRILLIC	given	41
Джульєта	CYRILLIC	given	41
Джульєтта	CYRILLIC	given	11
Джулі	CYRILLIC	given	7116
Джуліані	CYRILLIC	family	187
Джулія	CYRILLIC	given	1888
Джуліё	CYRILLIC	given	1918
Джума	CYRILLIC	family	40
Джумаа	CYRILLIC	family	6
Джумбер	CYRILLIC	given	26
Джун	CYRILLIC	family	19
Джун	CYRILLIC	given	1006
Джунджи	CYRILLIC	given	145
Джунджы	CYRILLIC	given	145
Джуни	CYRILLIC	given	14
Джуниор/Жуниор/Хуниор	CYRILLIC	given	389
Джунипер	CYRILLIC	given	6
Джунковский	CYRILLIC	family	7
Джунковський	CYRILLIC	family	7
Джуно	CYRILLIC	family	30
Джуно	CYRILLIC	given	19
Джуно / Юно	CYRILLIC	given	19
Джунта	CYRILLIC	family	60
Джунти	CYRILLIC	family	40
Джуніус	CYRILLIC	given	74
Джуо	CYRILLIC	given	92
Джуравіч	CYRILLIC	family	16
Джурадж	CYRILLIC	given	10
Джурата	CYRILLIC	family	7
Джурич	CYRILLIC	family	50
Джуричич	CYRILLIC	family	7
Джуришич	CYRILLIC	family	13
Джуро	CYRILLIC	given	81
Джусти	CYRILLIC	family	140
Джустина	CYRILLIC	given	33
Джуэлл	CYRILLIC	family	135
Джъ	CYRILLIC	given	60
Джъндун	CYRILLIC	given	13
Джыджы	CYRILLIC	family	7
Джыджы	CYRILLIC	given	140
Джылалі	CYRILLIC	given	14
Джыліян	CYRILLIC	given	1246
Джым	CYRILLIC	given	8205
Джымі	CYRILLIC	given	3179
Джын	CYRILLIC	family	5
Джын	CYRILLIC	given	4099
Джына	CYRILLIC	given	1057
Джырон	CYRILLIC	family	5
Джыроні	CYRILLIC	family	8
Джэваншыры	CYRILLIC	family	40
Джэйк	CYRILLIC	given	1700
Джэймз	CYRILLIC	family	3182
Джэймз	CYRILLIC	given	66289
Джэймс	CYRILLIC	given	66289
Джэймі	CYRILLIC	given	2770
Джэйн	CYRILLIC	given	12228
Джэйсан	CYRILLIC	given	6931
Джэк	CYRILLIC	given	10466
Джэксан	CYRILLIC	family	5780
Джэма	CYRILLIC	given	1002
Джэн	CYRILLIC	given	681
Джэна	CYRILLIC	given	37
Джэнкінсан	CYRILLIC	family	141
Джэнціле / Жанціль	CYRILLIC	family	279
Джэнэт	CYRILLIC	family	21
Джэнэт	CYRILLIC	given	4592
Джэні	CYRILLIC	given	3415
Джэнінгз	CYRILLIC	family	792
Джэніфер	CYRILLIC	given	8960
Джэніфэр	CYRILLIC	given	8960
Джэрад	CYRILLIC	given	20
Джэральд	CYRILLIC	family	16
Джэральд	CYRILLIC	given	4972
Джэрард	CYRILLIC	given	3668
Джэром	CYRILLIC	given	1822
Джэроніма	CYRILLIC	given	6
Джэры	CYRILLIC	given	3138
Джэрэмі	CYRILLIC	given	4159
Джэс	CYRILLIC	given	312
Джэсыка	CYRILLIC	given	6773
Джэсі	CYRILLIC	given	2620
Джэсіка	CYRILLIC	given	6773
Джэт	CYRILLIC	given	58
Джэф	CYRILLIC	given	4406
Джэфры	CYRILLIC	family	6
Джэфры	CYRILLIC	given	5191
Джэфф	CYRILLIC	given	1118
Джюнейт	CYRILLIC	given	81
Джюнэйт	CYRILLIC	given	81
Джюрович	CYRILLIC	family	16
Джіллсон	CYRILLIC	family	5
Дзабарелла	CYRILLIC	family	5
Дзаицу	CYRILLIC	family	5
Дзаккария	CYRILLIC	family	54
Дзамбони	CYRILLIC	family	66
Дзампини	CYRILLIC	family	17
Дзанарди	CYRILLIC	family	38
Дзанелла	CYRILLIC	family	75
Дзанетта	CYRILLIC	given	5
Дзанетти	CYRILLIC	family	195
Дзанотти	CYRILLIC	family	78
Дзанэта	CYRILLIC	given	5
Дзаніні	CYRILLIC	family	83
Дзаппулла	CYRILLIC	family	9
Дзардини	CYRILLIC	family	24
Дзафферани	CYRILLIC	family	8
Дзедушицкий	CYRILLIC	family	21
Дзейнека	CYRILLIC	family	8
Дзеккини	CYRILLIC	family	19
Дзеконьский	CYRILLIC	family	15
Дземчанка	CYRILLIC	family	40
Дземідовіч	CYRILLIC	family	6
Дзено	CYRILLIC	family	39
Дзеноні	CYRILLIC	family	18
Дзержинский	CYRILLIC	family	13
Дзи	CYRILLIC	family	209
Дзи	CYRILLIC	given	15
Дзидзигури	CYRILLIC	family	7
Дзиен	CYRILLIC	given	29
Дзиенджун	CYRILLIC	given	84
Дзинбо	CYRILLIC	family	16
Дзиннаи	CYRILLIC	family	5
Дзинно	CYRILLIC	family	18
Дзинноути	CYRILLIC	family	5
Дзинсин	CYRILLIC	given	14
Дзиро	CYRILLIC	given	175
Дзиун	CYRILLIC	given	78
Дзмітрыеў	CYRILLIC	family	183
Дзмітрый	CYRILLIC	given	3936
Дзуккини	CYRILLIC	family	25
Дзурло	CYRILLIC	family	16
Дзъ	CYRILLIC	family	146
Дзыта	CYRILLIC	family	68
Дзьмітро	CYRILLIC	given	296
Дзьмітрук	CYRILLIC	family	7
Дзьмітры	CYRILLIC	given	3936
Дзьмітрыеў	CYRILLIC	family	183
Дзьячкоў	CYRILLIC	family	11
Дзьёрдзь	CYRILLIC	given	2397
Дзюба	CYRILLIC	family	34
Дзюбенко	CYRILLIC	family	6
Дзюбо	CYRILLIC	family	39
Дзюбуа	CYRILLIC	family	1187
Дзюбюк	CYRILLIC	family	7
Дзюваль	CYRILLIC	family	66
Дзювэржэ	CYRILLIC	family	24
Дзюк	CYRILLIC	family	45
Дзюк	CYRILLIC	given	150
Дзюма	CYRILLIC	family	696
Дзюма	CYRILLIC	given	11
Дзюмон	CYRILLIC	family	440
Дзюн	CYRILLIC	given	290
Дзюндзи	CYRILLIC	given	145
Дзюндзо	CYRILLIC	given	62
Дзюнко	CYRILLIC	given	237
Дзюнъити	CYRILLIC	given	254
Дзюнъитиро	CYRILLIC	given	62
Дзюнь’іці	CYRILLIC	given	254
Дзюпон	CYRILLIC	family	662
Дзюран	CYRILLIC	family	869
Дзюфур	CYRILLIC	family	602
Дзюшан	CYRILLIC	family	23
Дзюэм	CYRILLIC	family	22
Дзя	CYRILLIC	given	7
Дзядик	CYRILLIC	family	5
Дзядко	CYRILLIC	family	5
Дзякаў	CYRILLIC	family	40
Дзялошинский	CYRILLIC	family	6
Дзялошинський	CYRILLIC	family	6
Дзялынский	CYRILLIC	family	18
Дзямчук	CYRILLIC	family	17
Дзян	CYRILLIC	family	2511
Дзяніс	CYRILLIC	given	4926
Дзянісаў	CYRILLIC	family	130
Дзяржавін	CYRILLIC	family	14
Дзяржынскі	CYRILLIC	family	13
Дзяркач	CYRILLIC	family	27
Дзятлаў	CYRILLIC	family	15
Дзёу	CYRILLIC	family	6
Дзёуно	CYRILLIC	family	6
Дзєвульський	CYRILLIC	family	14
Дзівіш	CYRILLIC	given	8
Дзіел	CYRILLIC	family	46
Дзіел	CYRILLIC	given	8
Дзік	CYRILLIC	given	2788
Дзікоўская	CYRILLIC	family	6
Дзікоўскі	CYRILLIC	family	15
Дзімітрыс	CYRILLIC	given	889
Дзітмар	CYRILLIC	given	29
Дзітэр	CYRILLIC	given	4879
Ди	CYRILLIC	family	169
Ди	CYRILLIC	given	202
Ди Анджело	CYRILLIC	family	13
Ди Кастро	CYRILLIC	family	12
Ди Лоренцо	CYRILLIC	family	45
Ди Маджо	CYRILLIC	family	11
Ди Мария	CYRILLIC	family	5
Ди Мартино	CYRILLIC	family	68
Ди Негро	CYRILLIC	family	8
Ди Стефано	CYRILLIC	family	94
ДиЖезуш / ДиЖезус	CYRILLIC	family	8
Диа	CYRILLIC	family	39
Диаби	CYRILLIC	family	42
Диав	CYRILLIC	family	14
Диак	CYRILLIC	family	11
Диаките	CYRILLIC	family	55
Диалло	CYRILLIC	family	376
Диамантопулос	CYRILLIC	family	18
Диана	CYRILLIC	family	80
Диана	CYRILLIC	given	5877
Дианна	CYRILLIC	given	86
Диань	CYRILLIC	family	52
Диармайт, Диармайд, Дермот	CYRILLIC	given	15
Диарра	CYRILLIC	family	118
Диас	CYRILLIC	family	1509
Диаш	CYRILLIC	family	664
Диба	CYRILLIC	family	8
Дибдин	CYRILLIC	family	11
Дивайн	CYRILLIC	family	191
Дивиш	CYRILLIC	family	62
Дивјак	CYRILLIC	family	23
Дигби	CYRILLIC	family	200
Диггер	CYRILLIC	given	7
Диггл	CYRILLIC	family	31
Диггс	CYRILLIC	family	77
Дигс	CYRILLIC	family	21
Дида	CYRILLIC	family	5
Дидден	CYRILLIC	family	7
Дидебулидзе	CYRILLIC	family	5
Диденко	CYRILLIC	family	6
Дидерик	CYRILLIC	given	190
Дидерихс	CYRILLIC	family	50
Дидион	CYRILLIC	family	12
Дидич	CYRILLIC	family	62
Дидо	CYRILLIC	family	19
Дидо	CYRILLIC	given	16
Дидрик	CYRILLIC	given	112
Дидрих	CYRILLIC	given	118
Дидро	CYRILLIC	family	6
Дидье	CYRILLIC	given	2442
Дидје	CYRILLIC	given	2442
Диего	CYRILLIC	family	39
Диего	CYRILLIC	given	5479
Диел	CYRILLIC	family	46
Диес	CYRILLIC	family	147
Диес / Диц	CYRILLIC	family	112
Диес-Кансеко	CYRILLIC	family	15
Диздаревич	CYRILLIC	family	7
Диздаревић	CYRILLIC	family	7
Дизель	CYRILLIC	family	33
Дийел	CYRILLIC	family	15
Дийел	CYRILLIC	given	8
Дик	CYRILLIC	family	630
Дик	CYRILLIC	given	2788
