# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
Abgrall	LATIN	family	19
Abhay	LATIN	given	23
Abhijit	LATIN	given	19
Abhimanyu	LATIN	given	24
Abhinav	LATIN	given	27
Abhishek	LATIN	given	115
Abi	LATIN	family	8
Abi	LATIN	given	30
Abia	LATIN	family	8
Abia	LATIN	given	6
Abiah	LATIN	given	29
Abial	LATIN	given	10
Abiathar	LATIN	given	17
Abicht	LATIN	family	20
Abid	LATIN	family	32
Abid	LATIN	given	49
Abida	LATIN	given	11
Abidi	LATIN	family	21
Abidin	LATIN	family	7
Abidin	LATIN	given	33
Abie	LATIN	given	9
Abiel	LATIN	given	21
Abigael	LATIN	given	12
Abigail	LATIN	family	5
Abigail	LATIN	given	1742
Abigaíl	LATIN	given	1742
Abigaïl	LATIN	given	1742
Abignente	LATIN	family	13
Abijah	LATIN	given	37
Abiko	LATIN	family	7
Abilai	LATIN	family	9
Abildgaard	LATIN	family	39
Abilio	LATIN	given	13
Abilov	LATIN	family	11
Abimael	LATIN	given	6
Abimbola	LATIN	family	5
Abimbola	LATIN	given	21
Abington	LATIN	family	6
Abiodun	LATIN	family	16
Abiodun	LATIN	given	30
Abiola	LATIN	family	16
Abiola	LATIN	given	30
Abir	LATIN	given	38
Abis	LATIN	family	11
Abisch	LATIN	family	5
Abisch	LATIN	given	5
Abish	LATIN	given	5
Abisola	LATIN	given	8
Abit	LATIN	family	5
Abitbol	LATIN	family	15
Abiteboul	LATIN	family	6
Abiven	LATIN	family	6
Abizanda	LATIN	family	5
Abizovs	LATIN	family	7
Abián	LATIN	family	5
Abjean	LATIN	family	5
Abkhazi	LATIN	family	5
Abl	LATIN	family	5
Abla	LATIN	given	10
Ablaev	LATIN	family	7
Ablaye	LATIN	given	5
Able	LATIN	family	18
Ableiter	LATIN	family	5
Abler	LATIN	family	20
Ables	LATIN	family	6
Ablett	LATIN	family	21
Ablinger	LATIN	family	12
Ablonczy	LATIN	family	6
Abma	LATIN	family	13
Abner	LATIN	family	15
Abner	LATIN	given	188
Abney	LATIN	family	58
Abney-Hastings	LATIN	family	18
Aboab	LATIN	family	7
Aboagye	LATIN	family	5
Aboal	LATIN	family	5
Aboitiz	LATIN	family	8
Abolfazl	LATIN	given	60
Abolghasem	LATIN	given	40
Abolhasan	LATIN	given	6
Abolhassan	LATIN	given	16
Abolins	LATIN	family	7
Abondi	LATIN	given	17
Abondio	LATIN	family	5
Abonyi	LATIN	family	27
Aboobakar	LATIN	family	5
Abood	LATIN	family	7
Aborn	LATIN	family	5
Abot	LATIN	family	6
Abou	LATIN	family	21
Abou	LATIN	given	33
Aboubacar	LATIN	family	7
Aboubacar	LATIN	given	88
Aboubakar	LATIN	given	88
Aboud	LATIN	family	20
Aboulafia	LATIN	family	11
Aboulker	LATIN	family	12
About	LATIN	family	7
Abplanalp	LATIN	family	12
Abra	LATIN	given	18
Abraha	LATIN	family	5
Abrahall	LATIN	family	6
Abraham	LATIN	family	729
Abraham	LATIN	given	4716
Abrahamian	LATIN	family	6
Abrahamjan	LATIN	family	47
Abrahamowicz	LATIN	family	15
Abrahams	LATIN	family	151
Abrahamsen	LATIN	family	101
Abrahamsohn	LATIN	family	46
Abrahamson	LATIN	family	72
Abrahamsson	LATIN	family	85
Abrahamyan	LATIN	family	47
Abrahan	LATIN	given	5
Abrahám	LATIN	family	12
Abrahão	LATIN	family	8
Abrahão	LATIN	given	5
Abraira	LATIN	family	5
Abram	LATIN	family	120
Abram	LATIN	given	385
Abramchuk	LATIN	family	5
Abramczyk	LATIN	family	12
Abramenko	LATIN	family	13
Abrami	LATIN	family	19
Abramishvili	LATIN	family	17
Abramjan	LATIN	family	10
Abramo	LATIN	family	11
Abramo	LATIN	given	33
Abramov	LATIN	family	180
Abramova	LATIN	family	27
Abramovas	LATIN	family	180
Abramovic	LATIN	family	5
Abramovich	LATIN	family	18
Abramovici	LATIN	family	6
Abramovitch	LATIN	family	18
Abramovitz	LATIN	family	11
Abramović	LATIN	family	35
Abramovič	LATIN	family	8
Abramovych	LATIN	family	9
Abramovytch	LATIN	family	9
Abramovytj	LATIN	family	9
Abramovytsj	LATIN	family	9
Abramovyč	LATIN	family	9
Abramow	LATIN	family	180
Abramowa	LATIN	family	27
Abramowicz	LATIN	family	75
Abramowitsch	LATIN	family	18
Abramowitz	LATIN	family	32
Abramowski	LATIN	family	15
Abramowsky	LATIN	family	7
Abramowycz	LATIN	family	9
Abramowytsch	LATIN	family	9
Abrams	LATIN	family	340
Abramski	LATIN	family	9
Abramsky	LATIN	family	8
Abramson	LATIN	family	93
Abramtschuk	LATIN	family	5
Abramyan	LATIN	family	10
Abramčuk	LATIN	family	5
Abranches	LATIN	family	13
Abranov	LATIN	family	180
Abrantes	LATIN	family	31
Abrar	LATIN	given	12
Abras	LATIN	family	7
Abrashi	LATIN	family	6
Abrate	LATIN	family	7
Abravanel	LATIN	family	18
Abrecht	LATIN	family	7
Abrego	LATIN	family	10
Abrell	LATIN	family	6
Abresch	LATIN	family	6
Abreu	LATIN	family	273
Abrevaya	LATIN	family	8
Abrial	LATIN	family	16
Abriani	LATIN	family	6
Abrikosov	LATIN	family	12
Abrikossow	LATIN	family	12
Abril	LATIN	family	60
Abril	LATIN	given	37
Abrines	LATIN	family	6
Abro	LATIN	family	6
Abrolat	LATIN	family	5
Abromeit	LATIN	family	11
Abror	LATIN	given	12
Abrosimov	LATIN	family	20
Abrudan	LATIN	family	6
Abrunhosa	LATIN	family	5
Abruzzese	LATIN	family	11
Abruzzo	LATIN	family	11
Abry	LATIN	family	13
Abrār	LATIN	given	12
Abs	LATIN	family	23
Absalom	LATIN	family	6
Absalom	LATIN	given	51
Absalon	LATIN	family	11
Absalon	LATIN	given	10
Absalonsen	LATIN	family	9
Absalón	LATIN	given	10
Abshagen	LATIN	family	10
Absher	LATIN	family	6
Abshire	LATIN	family	12
Absi	LATIN	family	5
Absianidse	LATIN	family	12
Absil	LATIN	family	10
Absolon	LATIN	family	17
Absolonová	LATIN	family	6
Abstreiter	LATIN	family	5
Abt	LATIN	family	123
Abtahi	LATIN	family	8
Abts	LATIN	family	9
Abu	LATIN	family	37
Abu	LATIN	given	46
Abu Bakar	LATIN	given	141
Abu Bakr	LATIN	given	141
Abu Daka	LATIN	family	6
Abu Daqqa	LATIN	family	6
Abu Ghazaleh	LATIN	family	16
Abu Hijleh	LATIN	family	7
Abu-Bakr	LATIN	given	141
Abubacer	LATIN	given	141
Abubakar	LATIN	family	60
Abubakar	LATIN	given	103
Abud	LATIN	family	11
Abudaqa	LATIN	family	6
Abudu	LATIN	family	6
Abugattás	LATIN	family	6
Abughaush	LATIN	family	5
Abul	LATIN	given	28
Abuladse	LATIN	family	33
Abuladze	LATIN	family	33
Abulafia	LATIN	family	11
Abuletisdze	LATIN	family	7
Abundio	LATIN	given	10
Abundius	LATIN	given	9
Aburto	LATIN	family	20
Abusdal	LATIN	family	5
Abutbul	LATIN	family	10
Abuzer	LATIN	given	12
Abuín	LATIN	family	5
Aby	LATIN	given	6
Abysow	LATIN	family	7
Abyzov	LATIN	family	7
Abzal	LATIN	given	6
Abzianidze	LATIN	family	12
Abécassis	LATIN	family	11
Abílio	LATIN	given	53
Abímbọ́lá	LATIN	family	5
Abísọ́lá	LATIN	given	8
Abíọ́dún	LATIN	family	16
Abíọ́lá	LATIN	family	16
Abós	LATIN	family	6
Abú Bakr	LATIN	given	141
Abān	LATIN	given	17
Abė	LATIN	family	17
Abū Shaqrā	LATIN	family	8
Acacia	LATIN	given	21
Acacio	LATIN	given	14
Acacius	LATIN	given	7
Acampa	LATIN	family	5
Acampora	LATIN	family	16
Acanfora	LATIN	family	15
Acar	LATIN	family	143
Acar	LATIN	given	5
Acatrinei	LATIN	family	6
Accame	LATIN	family	18
Accardi	LATIN	family	28
Accardo	LATIN	family	15
Accary	LATIN	family	5
Accatino	LATIN	family	5
Accetto	LATIN	family	9
Acchiappati	LATIN	family	6
Acciai	LATIN	family	10
Acciaioli	LATIN	family	6
Acciaiuoli	LATIN	family	21
Acciari	LATIN	family	8
Accinelli	LATIN	family	8
Accioli	LATIN	family	10
Accola	LATIN	family	7
Accolti	LATIN	family	17
Accomando	LATIN	family	7
Acconci	LATIN	family	8
Acconcia	LATIN	family	5
Accoramboni	LATIN	family	8
Accordi	LATIN	family	5
Accornero	LATIN	family	12
Accorsi	LATIN	family	22
Accoto	LATIN	family	5
Accursi	LATIN	family	6
Accursio	LATIN	given	9
Accursiu	LATIN	given	9
Accurso	LATIN	family	7
Accusani	LATIN	family	5
Ace	LATIN	family	8
Ace	LATIN	given	45
Acea	LATIN	family	6
Acebal	LATIN	family	13
Acebedo	LATIN	family	6
Acebes	LATIN	family	6
Acebo	LATIN	family	7
Acedo	LATIN	family	16
Aceituno	LATIN	family	14
Acer	LATIN	family	11
Acerbi	LATIN	family	35
Acerbo	LATIN	family	9
Acero	LATIN	family	21
Acerra	LATIN	family	5
Acet	LATIN	family	6
Aceti	LATIN	family	11
Aceto	LATIN	family	15
Acevedo	LATIN	family	186
Aceves	LATIN	family	33
Ach	LATIN	family	13
Acha	LATIN	family	24
Achache	LATIN	family	7
Achacy	LATIN	given	9
Achar	LATIN	family	5
Achard	LATIN	family	91
Achard	LATIN	given	5
Acharya	LATIN	family	45
Acharya	LATIN	given	7
Achates	LATIN	given	5
Achatius	LATIN	given	24
Achatow	LATIN	family	9
Achatz	LATIN	family	37
Achatz	LATIN	given	6
Achaz	LATIN	given	12
Achberger	LATIN	family	6
Ache	LATIN	family	8
Acheampong	LATIN	family	22
Achelis	LATIN	family	9
Achen	LATIN	family	10
Achenbach	LATIN	family	79
Acher	LATIN	family	26
Achermann	LATIN	family	44
Acheson	LATIN	family	79
Acheson	LATIN	given	13
Achi	LATIN	family	7
Achiel	LATIN	given	84
Achileas	LATIN	given	33
Achille	LATIN	family	13
Achille	LATIN	given	1112
Achilleas	LATIN	given	33
Achilleas / Achille	LATIN	given	33
Achilleos	LATIN	family	5
Achilles	LATIN	family	40
Achilles	LATIN	given	106
Achilles / Achilléas	LATIN	given	33
Achilli	LATIN	family	24
Achilléas	LATIN	given	33
Achim	LATIN	family	25
Achim	LATIN	given	829
Achinsone	LATIN	family	6
Achkar	LATIN	family	7
Achkasov	LATIN	family	7
Achleitner	LATIN	family	23
Achmad	LATIN	given	20
Achmann	LATIN	family	5
Achmatowicz	LATIN	family	5
Achmed	LATIN	given	22
Achmedov	LATIN	family	71
Achmedovas	LATIN	family	71
Achmedow	LATIN	family	71
Achmetov	LATIN	family	59
Achmetow	LATIN	family	59
Achot	LATIN	given	146
Achour	LATIN	family	20
Achraf	LATIN	given	40
Achsah	LATIN	given	8
Acht	LATIN	family	7
Achtel	LATIN	family	5
Achten	LATIN	family	23
Achtenhagen	LATIN	family	5
Achter	LATIN	family	8
Achterberg	LATIN	family	31
Achtermann	LATIN	family	7
Achtert	LATIN	family	5
Achtzehn	LATIN	family	5
Achucarro	LATIN	family	7
Achunow	LATIN	family	12
Achvlediani	LATIN	family	32
Achyut	LATIN	given	11
Achával	LATIN	family	6
Achúcarro	LATIN	family	7
Achšarūmovas	LATIN	family	6
Acie	LATIN	given	5
Acierno	LATIN	family	7
Acimovic	LATIN	family	9
Acioly	LATIN	family	8
Acisclo	LATIN	given	12
Acke	LATIN	family	12
Acker	LATIN	family	117
Ackeret	LATIN	family	5
Ackerknecht	LATIN	family	7
Ackerl	LATIN	family	10
Ackerley	LATIN	family	22
Ackerman	LATIN	family	200
Ackermann	LATIN	family	558
Ackermans	LATIN	family	12
Ackers	LATIN	family	22
Ackerson	LATIN	family	7
Ackert	LATIN	family	6
Acket	LATIN	family	5
Ackland	LATIN	family	36
Ackland	LATIN	given	8
Ackles	LATIN	family	8
Ackley	LATIN	family	30
Acklin	LATIN	family	14
Acklom	LATIN	family	13
Ackman	LATIN	family	8
Ackmann	LATIN	family	8
Ackroyd	LATIN	family	41
Ackroyd	LATIN	given	8
Acland	LATIN	family	190
Acland	LATIN	given	49
Acloque	LATIN	family	5
Aco	LATIN	given	5
Acocella	LATIN	family	21
Acolatse	LATIN	family	6
Acomb	LATIN	family	5
Acone	LATIN	family	5
Acord	LATIN	family	6
Acorn	LATIN	family	5
Acosta	LATIN	family	520
Acosta y Lara	LATIN	family	9
Acqua	LATIN	family	5
Acquah	LATIN	family	21
Acquaroli	LATIN	family	7
Acquarone	LATIN	family	16
Acquaviva	LATIN	family	68
Acquaviva d'Aragona	LATIN	family	10
Acraman	LATIN	family	5
Acree	LATIN	family	6
Acres	LATIN	family	25
Acri	LATIN	family	10
Acs	LATIN	family	7
Acsay	LATIN	family	6
Acskazov	LATIN	family	7
Acsády	LATIN	family	7
Actis	LATIN	family	12
Acton	LATIN	family	179
Acton	LATIN	given	31
Acuff	LATIN	family	16
Acuhiko	LATIN	given	24
Acuhiro	LATIN	given	29
Acuko	LATIN	given	159
Acun	LATIN	family	8
Acuna	LATIN	family	13
Acuner	LATIN	family	9
Acunzo	LATIN	family	6
Acuo	LATIN	given	54
Acurio	LATIN	family	9
Acutis	LATIN	family	5
Acuña	LATIN	family	203
Acuši	LATIN	given	484
Acworth	LATIN	family	16
Aczél	LATIN	family	26
Acácio	LATIN	given	25
Acél	LATIN	family	5
Acín	LATIN	family	12
Ad	LATIN	given	211
Ada	LATIN	family	18
Ada	LATIN	given	940
Adachi	LATIN	family	121
Adaeze	LATIN	given	7
Adah	LATIN	given	35
Adair	LATIN	family	192
Adair	LATIN	given	46
Adak	LATIN	family	6
Adalbero	LATIN	given	24
Adalbert	LATIN	family	6
Adalbert	LATIN	given	985
Adalberta	LATIN	given	5
Adalberto	LATIN	given	255
Adalbéron	LATIN	given	24
Adalet	LATIN	given	7
Adalgisa	LATIN	given	21
Adalgiso	LATIN	given	9
Adali	LATIN	family	6
Adalina	LATIN	given	6
Adaline	LATIN	given	13
Adalı	LATIN	family	27
Adam	LATIN	family	1430
Adam	LATIN	given	14824
Adam de Villiers	LATIN	family	16
Adama	LATIN	family	11
Adama	LATIN	given	119
Adama van Scheltema	LATIN	family	8
Adamantios	LATIN	given	23
Adamashvili	LATIN	family	7
Adamaszek	LATIN	family	5
Adamchuk	LATIN	family	6
Adamcová	LATIN	family	7
Adamczak	LATIN	family	48
Adamczewska	LATIN	family	6
Adamczewski	LATIN	family	30
Adamczuk	LATIN	family	6
Adamczyk	LATIN	family	202
Adame	LATIN	family	17
Adamec	LATIN	family	143
Adamek	LATIN	family	60
Adamenko	LATIN	family	16
Adamer	LATIN	family	5
Adames	LATIN	family	15
Adamescu	LATIN	family	8
Adametz	LATIN	family	21
Adami	LATIN	family	149
Adamia	LATIN	family	19
Adamiak	LATIN	family	34
Adamian	LATIN	family	7
Adamidis	LATIN	family	5
Adamie	LATIN	given	11
Adamiec	LATIN	family	31
Adamik	LATIN	family	19
Adamini	LATIN	family	10
Adamič	LATIN	family	34
Adamkiewicz	LATIN	family	19
Adamkovič	LATIN	family	7
Adamo	LATIN	family	80
Adamo	LATIN	given	56
Adamoli	LATIN	family	6
Adamonis	LATIN	family	5
Adamos	LATIN	given	7
Adamou	LATIN	family	15
Adamov	LATIN	family	30
Adamovich	LATIN	family	13
Adamović	LATIN	family	14
Adamovičs	LATIN	family	14
Adamovský	LATIN	family	7
Adamová	LATIN	family	22
Adamow	LATIN	family	30
Adamowicz	LATIN	family	58
Adamowski	LATIN	family	17
Adams	LATIN	family	5243
Adams	LATIN	given	88
Adams-Ray	LATIN	family	5
Adamsen	LATIN	family	9
Adamska	LATIN	family	46
Adamski	LATIN	family	126
Adamson	LATIN	family	323
Adamson	LATIN	given	6
Adamss	LATIN	family	5243
Adamsson	LATIN	family	17
Adamtschuk	LATIN	family	6
Adamu	LATIN	family	1430
Adamu	LATIN	given	37
Adamus	LATIN	family	44
Adamus	LATIN	given	9
Adamy	LATIN	family	11
Adamyan	LATIN	family	16
Adamántios	LATIN	given	23
Adamántiosz	LATIN	given	23
Adamík	LATIN	family	18
Adamčuk	LATIN	family	6
Adan	LATIN	family	22
Adan	LATIN	given	6
Adane	LATIN	family	5
Adani	LATIN	family	15
Adanson	LATIN	family	5
Adanır	LATIN	family	10
Adao	LATIN	given	24
Adaobi	LATIN	given	5
Adar	LATIN	family	14
Adar	LATIN	given	6
Adari	LATIN	family	6
Adaro	LATIN	family	6
Adarraga	LATIN	family	5
Adaskin	LATIN	family	5
Adasme	LATIN	family	8
Adato	LATIN	family	5
Adauto	LATIN	given	24
Adawi	LATIN	family	6
Aday	LATIN	family	9
Adači	LATIN	family	94
Adcock	LATIN	family	77
Adcpck	LATIN	family	77
Adda	LATIN	family	17
Adda	LATIN	given	14
Addabbo	LATIN	family	9
Addae	LATIN	family	9
Addai	LATIN	family	12
Addams	LATIN	family	33
Addario	LATIN	family	5
Adde	LATIN	family	17
Addenbrooke	LATIN	family	11
Addeo	LATIN	family	5
Adderley	LATIN	family	89
Adderley	LATIN	given	6
Adderly	LATIN	family	8
Addey	LATIN	family	9
Addi	LATIN	given	16
Addicks	LATIN	family	8
Addie	LATIN	family	5
Addie	LATIN	given	61
Addington	LATIN	family	123
Addington	LATIN	given	5
Addink	LATIN	family	5
Addis	LATIN	family	52
Addis	LATIN	given	14
Addison	LATIN	family	227
Addison	LATIN	given	248
Addisu	LATIN	given	7
Addley	LATIN	family	8
Addo	LATIN	family	36
Addor	LATIN	family	8
Adduci	LATIN	family	6
Addy	LATIN	family	35
Addy	LATIN	given	36
Addyman	LATIN	family	12
Ade	LATIN	family	32
Ade	LATIN	given	61
Adeane	LATIN	family	26
Adebahr	LATIN	family	7
Adebanjo	LATIN	family	9
Adebayo	LATIN	family	53
Adebayo	LATIN	given	34
Adebisi	LATIN	family	6
Adebisi	LATIN	given	11
Adebiyi	LATIN	family	9
Adebowale	LATIN	family	5
Adebowale	LATIN	given	7
Adeboye	LATIN	family	8
Adedayo	LATIN	given	8
Adedeji	LATIN	family	10
Adedeji	LATIN	given	6
Adediran	LATIN	family	5
Adedoyin	LATIN	family	6
Adee	LATIN	family	11
Adee	LATIN	given	5
Adeel	LATIN	given	13
Adeela	LATIN	given	5
Adeem	LATIN	given	5
Adegbite	LATIN	family	5
Adegboyega	LATIN	family	5
Adegoke	LATIN	family	9
Adeishvili	LATIN	family	7
Adejumo	LATIN	family	6
Adekola	LATIN	family	8
Adekoya	LATIN	family	8
Adekunle	LATIN	family	17
Adekunle	LATIN	given	26
Adel	LATIN	family	36
Adel	LATIN	given	1249
Adela	LATIN	given	383
Adelaar	LATIN	family	10
Adelaida	LATIN	given	89
Adelaide	LATIN	given	973
Adelajda	LATIN	given	10
Adelard	LATIN	given	7
Adelardo	LATIN	given	14
Adelasia	LATIN	given	6
Adelaïde	LATIN	given	6
Adelberg	LATIN	family	13
Adelbergová	LATIN	family	5
Adelbert	LATIN	given	100
Adelborg	LATIN	family	13
Adelchi	LATIN	given	23
Adele	LATIN	given	1249
Adeleke	LATIN	family	15
Adelelmo	LATIN	given	5
Adeler	LATIN	family	14
Adeleye	LATIN	family	8
Adelfa	LATIN	given	5
Adelfo	LATIN	given	8
Adelgunde	LATIN	given	13
Adelhardt	LATIN	family	11
Adelheid	LATIN	given	868
Adelheim	LATIN	family	6
Adelhelm	LATIN	family	5
Adeli	LATIN	family	11
Adelia	LATIN	given	45
Adelin	LATIN	given	30
Adelina	LATIN	given	187
Adeline	LATIN	family	7
Adeline	LATIN	given	645
Adelino	LATIN	given	55
Adelio	LATIN	given	26
Adelise	LATIN	given	6
Adelita	LATIN	given	8
Adeliza	LATIN	given	13
Adell	LATIN	family	22
Adella	LATIN	given	17
Adelle	LATIN	given	18
Adelma	LATIN	given	8
Adelman	LATIN	family	46
Adelmann	LATIN	family	39
Adelmar	LATIN	given	5
Adelmo	LATIN	given	56
Adelová	LATIN	family	12
Adelrich	LATIN	given	5
Adelsberger	LATIN	family	12
Adelsheim	LATIN	family	24
Adelsköld	LATIN	family	6
Adelsohn	LATIN	family	5
Adelson	LATIN	family	32
Adelstein	LATIN	family	10
Adelswärd	LATIN	family	30
Adelt	LATIN	family	14
Adelung	LATIN	family	9
Adelyn	LATIN	given	7
Adem	LATIN	family	6
Adem	LATIN	given	206
Adema	LATIN	family	29
Ademaj	LATIN	family	5
Ademar	LATIN	given	78
Ademi	LATIN	family	35
Ademir	LATIN	given	64
Ademola	LATIN	family	8
Ademola	LATIN	given	24
Ademollo	LATIN	family	8
Aden	LATIN	family	23
Aden	LATIN	given	42
Adena	LATIN	given	8
Adenauer	LATIN	family	35
Adeney	LATIN	family	11
Adeniji	LATIN	family	12
Adenike	LATIN	given	15
Adeniran	LATIN	family	9
Adeniyi	LATIN	family	9
Adenolfo	LATIN	given	12
Adenot	LATIN	family	6
Adensamer	LATIN	family	5
Adenuga	LATIN	family	6
Adeodato	LATIN	given	24
Adeola	LATIN	family	7
Adeola	LATIN	given	22
Adeoye	LATIN	family	9
Adepoju	LATIN	family	7
Ader	LATIN	family	50
Aderbal	LATIN	given	12
Aderemi	LATIN	family	6
Aderhold	LATIN	family	22
Adermann	LATIN	family	9
Aders	LATIN	family	7
Ades	LATIN	family	15
Adesanya	LATIN	family	10
Adeshina	LATIN	family	7
Adesina	LATIN	family	8
Adetunji	LATIN	family	9
Adewale	LATIN	family	10
Adewale	LATIN	given	23
Adewole	LATIN	family	6
Adewumi	LATIN	family	7
Adewunmi	LATIN	family	6
Adey	LATIN	family	24
Adey	LATIN	given	6
Adeyemi	LATIN	family	24
Adeyemi	LATIN	given	7
Adeyemo	LATIN	family	11
Adeyeye	LATIN	family	11
Adeyinka	LATIN	given	13
Adgate	LATIN	family	5
Adger	LATIN	family	10
Adger	LATIN	given	12
Adgur	LATIN	given	5
Adham	LATIN	given	41
Adhami	LATIN	family	11
Adhemar	LATIN	given	25
Adhikari	LATIN	family	42
Adhémar	LATIN	family	7
Adhémar	LATIN	given	35
Adi	LATIN	family	7
Adi	LATIN	given	224
Adia	LATIN	given	18
Adib	LATIN	family	6
Adib	LATIN	given	41
Adickes	LATIN	family	9
Adie	LATIN	family	25
Adie	LATIN	given	7
Adiel	LATIN	given	14
Adil	LATIN	family	16
Adil	LATIN	given	284
Adila	LATIN	given	12
Adile	LATIN	given	14
Adilman	LATIN	family	5
Adilson	LATIN	given	83
Adilə	LATIN	given	14
Adimari	LATIN	family	7
Adin	LATIN	family	5
Adin	LATIN	given	20
Adina	LATIN	given	98
Adinda	LATIN	given	10
Adine	LATIN	given	16
Adinolfi	LATIN	family	47
Adir	LATIN	given	11
Adis	LATIN	given	17
Adisak	LATIN	given	5
Aditi	LATIN	given	73
Aditya	LATIN	family	8
Aditya	LATIN	given	74
Adja	LATIN	given	8
Adjaho	LATIN	family	6
Adjanohoun	LATIN	family	5
Adjei	LATIN	family	47
Adjemian	LATIN	family	5
Adjetey	LATIN	family	5
Adji	LATIN	given	5
Adjie	LATIN	given	10
Adjovi	LATIN	family	8
Adjutor	LATIN	given	6
Adkin	LATIN	family	10
Adkins	LATIN	family	163
Adkisson	LATIN	family	15
Adl	LATIN	family	5
Adlai	LATIN	given	14
Adlam	LATIN	family	14
Adlard	LATIN	family	10
Adler	LATIN	family	1666
Adler	LATIN	given	11
Adlerberg	LATIN	family	14
Adlercreutz	LATIN	family	31
Adlercron	LATIN	family	12
Adlerfelt	LATIN	family	6
Adlerová	LATIN	family	217
Adlersparre	LATIN	family	14
Adlerz	LATIN	family	5
Adleta	LATIN	given	6
Adley	LATIN	family	7
Adlešič	LATIN	family	8
Adlhoch	LATIN	family	8
Adli	LATIN	family	8
Adlington	LATIN	family	6
Adlmannseder	LATIN	family	8
Adloff	LATIN	family	16
Adlon	LATIN	family	17
Adlung	LATIN	family	10
Adlène	LATIN	given	8
Adléta	LATIN	given	6
Admir	LATIN	given	52
Admiraal	LATIN	family	17
Admoni	LATIN	family	6
Adna	LATIN	given	22
Adnan	LATIN	family	18
Adnan	LATIN	given	489
Adnane	LATIN	given	6
Adnet	LATIN	family	14
Ado	LATIN	family	6
Ado	LATIN	given	73
Adobati	LATIN	family	5
Adojaan	LATIN	family	6
Adolar	LATIN	given	6
Adolf	LATIN	family	37
Adolf	LATIN	given	8364
Adolfa	LATIN	given	7
Adolfas	LATIN	given	54
Adolff	LATIN	family	9
Adolfi	LATIN	family	6
Adolfina	LATIN	given	53
Adolfine	LATIN	given	32
Adolfo	LATIN	family	5
Adolfo	LATIN	given	1492
Adolfs	LATIN	family	8
Adolfsen	LATIN	family	10
Adolfsson	LATIN	family	37
Adolph	LATIN	family	72
Adolph	LATIN	given	1363
Adolphe	LATIN	family	18
Adolphe	LATIN	given	1490
Adolphi	LATIN	family	40
Adolphina	LATIN	given	6
Adolphine	LATIN	given	61
Adolpho	LATIN	given	26
Adolphs	LATIN	family	10
Adolphsen	LATIN	family	6
Adolphson	LATIN	family	15
Adolphus	LATIN	family	5
Adolphus	LATIN	given	234
Adomaitis	LATIN	family	18
Adomako	LATIN	family	8
Adomas	LATIN	given	46
Adomat	LATIN	family	6
Adomavičius	LATIN	family	6
Adomeit	LATIN	family	16
Adon	LATIN	given	6
Adone	LATIN	given	14
Adoni	LATIN	family	6
Adoniram	LATIN	given	14
Adonis	LATIN	family	8
Adonis	LATIN	given	58
Ador	LATIN	family	8
Adora	LATIN	given	6
Adoracion	LATIN	given	18
Adoración	LATIN	given	18
Adorf	LATIN	family	8
Adorisio	LATIN	family	6
Adorjan	LATIN	given	23
Adorján	LATIN	family	34
Adorján	LATIN	given	23
Adornato	LATIN	family	8
Adornetto	LATIN	family	5
Adorni	LATIN	family	26
Adorno	LATIN	family	50
Adoue	LATIN	family	9
Adragna	LATIN	family	5
Adrain	LATIN	family	9
Adri	LATIN	given	60
Adria	LATIN	given	32
Adriaan	LATIN	given	997
Adriaans	LATIN	family	17
Adriaanse	LATIN	family	7
Adriaansen	LATIN	family	8
Adriaen	LATIN	given	110
Adriaens	LATIN	family	6
Adriaensen	LATIN	family	33
Adriaenssen	LATIN	family	16
Adriaenssens	LATIN	family	11
Adrian	LATIN	family	125
Adrian	LATIN	given	5172
Adriana	LATIN	given	2726
Adriane	LATIN	given	68
Adriani	LATIN	family	32
Adrianna	LATIN	given	84
Adrianne	LATIN	given	52
Adriano	LATIN	family	15
Adriano	LATIN	given	1023
Adrianos	LATIN	given	6
Adrianov	LATIN	family	9
Adrianow	LATIN	family	9
Adriansen	LATIN	family	6
Adrianus	LATIN	given	798
Adrianzén	LATIN	family	11
Adriatik	LATIN	given	24
Adriazola	LATIN	family	7
Adrica	LATIN	family	8
Adrie	LATIN	given	39
Adriel	LATIN	given	15
Adriele	LATIN	given	6
Adrien	LATIN	family	18
Adrien	LATIN	given	1533
Adriena	LATIN	given	11
Adriene	LATIN	given	9
Adrienn	LATIN	given	91
Adrienn / Edrienn	LATIN	given	831
Adrienne	LATIN	given	831
Adrijan	LATIN	given	8
Adrijana	LATIN	given	15
Adrio	LATIN	family	6
Adrion	LATIN	family	12
Adrià	LATIN	family	6
