# How much of the literature OpenAlex places under each of its topics: the works it counts
# under the topic and the citations those works received. This is the publisher's own
# measure of how broad a topic is, and the spread is wide enough that a reading treating
# every topic as the same size is stating something OpenAlex did not — the largest topic
# holds several per cent of every work counted and the smallest a few ten-thousandths of
# one per cent.
#
# It is bundled beside openalex-topics.tsv rather than inside it because the eight columns
# of that file are SKOS's own properties, all of them text, and SKOS states no property for
# the size of a concept's corpus. The two files are written by one pass over one snapshot
# and both name the digest below, so a file regenerated against a different snapshot cannot
# sit beside one that was not.
#
# Columns: concept, worksCount, citedByCount. One row per topic; OpenAlex counts no subfield, field or domain,
# so those are absent rather than zero.
#
# Source: OpenAlex's own topics snapshot, s3://openalex/data/jsonl/topics/ at 2026-06-26, the manifest and the 6 parts it names, stating 4516 records,
#   pinned by the SHA-256 ContentDigest states over the manifest and the parts it names:
#   1536cbda3cc11838aaa67ef9c9c5f2b327a8ac8875ad07f306f4da44c16e8048.
# Licence: CC0 1.0 Universal. OpenAlex places its data in the public domain and asks to be
#   cited rather than requiring it (https://docs.openalex.org/additional-help/faq).
# Generated by OpenAlexTopicsExtraction: 4516 topics.
T11040	47201	1196379
T11041	78385	2121480
T11042	66497	666789
T11043	75576	589243
T11044	560383	351835
T11045	71116	571008
T11046	46888	487375
T11047	89179	1272806
T11048	141885	3153716
T11049	35625	367116
T11050	196597	702143
T11051	36246	1120493
T11052	70760	904739
T11053	69859	749065
T11054	62690	639158
T11055	49533	641775
T11056	92622	1695590
T11057	61816	1204482
T11058	72331	905192
T11059	104175	1384121
T11060	74177	845210
T11061	64158	726797
T11062	59326	464986
T11063	53279	647792
T11064	62325	917656
T11065	88995	930862
T11066	69223	519386
T11067	60731	871884
T11068	53925	911951
T11069	70272	733002
T11070	101169	219077
T11071	63773	1398069
T11072	69363	1715926
T11073	71639	742278
T11074	72553	682439
T11075	85269	1201423
T11076	95611	419534
T11077	60693	1364329
T11078	53007	1534582
T11079	95604	1239249
T11080	36809	530180
T11081	30500	337430
T11082	45417	330728
T11083	78817	1058725
T11084	66750	851852
T11085	116565	1064483
T11086	71124	985208
T11087	46017	617899
T11088	83214	814720
T11089	112702	580386
T11090	88678	1016687
T11091	147388	1286380
T11092	52415	724157
T11093	53598	1046719
T11094	50117	1163103
T11095	71108	583601
T11096	27825	231675
