# arXiv's subject taxonomy as a functional taxonomy of research: ten groups, the archives
# inside them and the categories inside those, each category carrying the description arXiv
# states its subject matter in. Like every functional taxonomy here it is a distribution to
# compare against and not a vocabulary to match — nobody writes cs.CL in code, and nobody
# writes Computation and Language either. What a scope is compared on is the description:
# cs.IR covers indexing, dictionaries, retrieval, content and analysis, and a repository
# about those things reads like that sentence whether or not it ever quotes a word of it.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# broader is the archive a category is stated inside, the group an archive is stated inside,
# and empty for a group; module is the group a concept rolls up to. altLabel is the alias
# arXiv publishes beside a name — cs.CL is also cmp-lg, math.IT is also cs.IT — which is the
# publisher stating synonymy rather than anyone grouping by hand. A group, archive or
# category arXiv does not state as live is not carried, and neither is the group it marks as
# a test.
#
# Source: arXiv's own taxonomy definitions, the module its software classifies by, read from
#   https://raw.githubusercontent.com/arxiv/arxiv-base/a5985f621b07a4031c9e9b4f870a2206a9aa15a7/arxiv/taxonomy/definitions.py.
# Licence: MIT, Copyright (c) 2026 arXiv, Inc.
#   (https://github.com/arxiv/arxiv-base/blob/develop/LICENSE). The identifiers, names and
#   subject descriptions are arXiv's statement of its own classification, read from the
#   software that applies it — the same ground on which this library reads a query engine's
#   function catalogue out of the engine.
# Generated by ArxivTaxonomyExtraction: 174 concepts.
hep-ex	High Energy Physics - Experiment		grp_physics	category	grp_physics	Results from high-energy/particle physics experiments and prospects for future experimental results, including tests of the standard model, measurements of standard model parameters, searches for physics beyond the standard model, and astroparticle physics experimental results. Does not include: detectors and instrumentation nor analysis methods to conduct experiments.	
hep-lat	High Energy Physics - Lattice		grp_physics	category	grp_physics	Lattice field theory. Phenomenology from lattice field theory. Algorithms for lattice field theory.  Hardware for lattice field theory.	
hep-ph	High Energy Physics - Phenomenology		grp_physics	category	grp_physics	Theoretical particle physics and its interrelation with experiment. Prediction of particle physics observables: models, effective field theories, calculation techniques. Particle physics: analysis of theory through experimental results.	
hep-th	High Energy Physics - Theory		grp_physics	category	grp_physics	Formal aspects of quantum field theory. String theory, supersymmetry and supergravity.	
math	Mathematics		grp_math	archive	grp_math		
math-ph	Mathematical Physics	math.MP	grp_physics	category	grp_physics	Articles in this category focus on areas of research that illustrate the application of mathematics to problems in physics, develop mathematical methods for such applications, or provide mathematically rigorous formulations of existing physical theories. Submissions to math-ph should be of interest to both physically oriented mathematicians and mathematically oriented physicists; submissions which are primarily of interest to theoretical physicists or to mathematicians should probably be directed to the respective physics/math categories	
math.AC	Commutative Algebra		math	category	grp_math	Commutative rings, modules, ideals, homological algebra, computational aspects, invariant theory, connections to algebraic geometry and combinatorics	
math.AG	Algebraic Geometry	alg-geom	math	category	grp_math	Algebraic varieties, stacks, sheaves, schemes, moduli spaces, complex geometry, quantum cohomology	
math.AP	Analysis of PDEs		math	category	grp_math	Existence and uniqueness, boundary conditions, linear and non-linear operators, stability, soliton theory, integrable PDE's, conservation laws, qualitative dynamics	
math.AT	Algebraic Topology		math	category	grp_math	Homotopy theory, homological algebra, algebraic treatments of manifolds	
